,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,range,CV,missing_pct,constant
Xing_PREVENTRALPUTAMEN_L_REF_CWM,1892.0,0.8860887949260041,0.36012869863180896,0.02,0.64,0.85,1.09,2.94,0.7688208861553987,1.2999055580031027,2.92,0.4064250678871103,78.5048852533515,False
Xing_POSDORSALPUTAMEN_L_REF_CWM,1892.0,0.4214957716701903,0.29543151757920205,-0.09,0.24,0.35,0.51,2.19,2.08546806221138,5.701459328387198,2.28,0.7009121738245329,78.5048852533515,False
Xing_POSVENTRALPUTAMEN_L_REF_CWM,1892.0,0.4495454545454545,0.2379842293888725,-0.14,0.29,0.4,0.56,1.8,1.6296274645828428,4.739593420688481,1.94,0.5293885790247923,78.5048852533515,False
Xing_STRIATUM_R_REF_CWM,1892.0,0.7049471458773784,0.28378503747698863,0.03,0.5,0.67,0.87,2.03,0.7548841024266234,1.0828138165735113,1.9999999999999998,0.40256214829239334,78.5048852533515,False
Xing_CAUDATE_R_REF_CWM,1892.0,0.7222568710359409,0.3187676753724185,-0.24,0.49,0.7,0.94,1.92,0.29244017789940935,-0.008992664761939828,2.16,0.4413494535748847,78.5048852533515,False
Xing_PUTAMEN_R_REF_CWM,1892.0,0.6626162790697675,0.3344440989530042,0.06,0.43,0.6,0.81,2.48,1.344722638226382,2.6239107636531984,2.42,0.5047326929886524,78.5048852533515,False
Xing_PRECAUDATE_R_REF_CWM,1892.0,0.8552272727272727,0.37129570195916795,-0.25,0.5874999999999999,0.83,1.11,2.26,0.3226629444345525,0.009435475237605573,2.51,0.4341485752379322,78.5048852533515,False
Xing_POSCAUDATE_R_REF_CWM,1892.0,0.297669133192389,0.18711794621171124,-0.27,0.17,0.29,0.42,0.96,0.18789570759549465,-0.023468186310870998,1.23,0.6286105119632054,78.5048852533515,False
Xing_PRECOMMISSURAL_PUTAMEN_R_REF_CWM,1892.0,0.9227959830866808,0.41911133936015127,0.08,0.62,0.86,1.16,3.0,0.9286734807122647,1.2601499600027553,2.92,0.4541755133764849,78.5048852533515,False
Xing_POSCOMMISSURAL_PUTAMEN_R_REF_CWM,1892.0,0.4363794926004229,0.28085058114373673,-0.02,0.26,0.37,0.53,2.03,1.8460793110085707,4.526515205625907,2.05,0.6435925287646401,78.5048852533515,False
Xing_PREDORSALPUTAMEN_R_REF_CWM,1892.0,0.9358826638477801,0.4709983691586051,0.02,0.59,0.85,1.2,3.22,1.0102281156603994,1.3530765409107075,3.2,0.5032664749041791,78.5048852533515,False
Xing_PREVENTRALPUTAMEN_R_REF_CWM,1892.0,0.9055443974630022,0.37513934606201416,0.08,0.64,0.86,1.12,2.79,0.76383403784617,1.1093655663721962,2.71,0.4142694130878781,78.5048852533515,False
Xing_POSDORSALPUTAMEN_R_REF_CWM,1892.0,0.43514799154334033,0.3045748990804246,-0.06,0.24,0.36,0.53,2.03,1.8735177615480387,4.460370485180382,2.09,0.6999340569174827,78.5048852533515,False
Xing_POSVENTRALPUTAMEN_R_REF_CWM,1892.0,0.4403594080338266,0.23502394266066512,-0.02,0.29,0.4,0.5325,2.03,1.6380286618889222,4.965417049523284,2.05,0.5337093709659351,78.5048852533515,False
Clini_NEWDIAG,2304.0,3.7864583333333335,8.763475139821535,1.0,1.0,1.0,1.0,97.0,6.749257954149571,64.6620285685267,96.0,2.3144253464177917,73.8241308793456,False
Clini_DIAGSINLV,1787.0,0.005595970900951315,0.07461750276898547,0.0,0.0,0.0,0.0,1.0,13.266538407903,174.19599934591918,1.0,13.334147744817704,79.69779595546467,False
Conco_CMDOSE,0.0,,,,,,,,,,,,100.0,False
Conco_ROUTE,0.0,,,,,,,,,,,,100.0,False
Conco_ONGOING,0.0,,,,,,,,,,,,100.0,False
Conco_CMINDC,0.0,,,,,,,,,,,,100.0,False
Conco_TOTDDOSE,0.0,,,,,,,,,,,,100.0,False
Conco_RECNO,0.0,,,,,,,,,,,,100.0,False
Conco_SEQNO1,0.0,,,,,,,,,,,,100.0,False
Conco_SEQNO2,0.0,,,,,,,,,,,,100.0,False
Featu_FEATBRADY,4704.0,0.8807397959183674,0.34324532924935763,0.0,1.0,1.0,1.0,2.0,-1.8661672960190336,3.187161742164111,2.0,0.3897238785394589,46.55760054533061,False
Featu_FEATPOSINS,4704.0,0.4411139455782313,0.518771296297356,0.0,0.0,0.0,1.0,2.0,0.47888674333678,-1.2186800342909614,2.0,1.176048278449524,46.55760054533061,False
Featu_FEATRIGID,4701.0,0.8464156562433525,0.40347219150864333,0.0,1.0,1.0,1.0,2.0,-1.1421767954596558,1.4081263633291496,2.0,0.4766832802920664,46.59168370824813,False
Featu_FEATTREMOR,4704.0,0.6945153061224489,0.492775468249849,0.0,0.0,1.0,1.0,2.0,-0.45561156555214777,-0.8809681653507311,2.0,0.7095242738436761,46.55760054533061,False
Featu_PSGLVL,3754.0,1.4933404368673415,1.2365270196493312,1.0,1.0,1.0,1.0,5.0,2.324140468945866,3.6470166927966514,4.0,0.8280275475853709,57.35060213587821,False
Initi_DOPTHERST,599.0,0.5191986644407346,0.500048852728681,0.0,0.0,1.0,1.0,1.0,-0.07704439863995126,-2.000755684363778,1.0,0.963116600593183,93.19472847080209,False
LEDD_TOTDDA,0.0,,,,,,,,,,,,100.0,False
LEDD_LEDDSTRMG,0.0,,,,,,,,,,,,100.0,False
LEDD_LEDDOSE,0.0,,,,,,,,,,,,100.0,False
LEDD_LEDDOSFRQ,0.0,,,,,,,,,,,,100.0,False
Medic_RESYR,0.0,,,,,,,,,,,,100.0,False
Medic_MHDIAGYR,0.0,,,,,,,,,,,,100.0,False
Medic_MHCAT,0.0,,,,,,,,,,,,100.0,False
Medic_MHHX,0.0,,,,,,,,,,,,100.0,False
Medic_RESOLVD,0.0,,,,,,,,,,,,100.0,False
PD_DXTREMOR,2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,,,1.0,1.4142135623730951,99.97727789138831,False
PD_DXRIGID,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,99.97727789138831,True
PD_DXBRADY,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,99.97727789138831,True
PD_DXPOSINS,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,99.97727789138831,True
PD_DXOTHSX,2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,,,1.0,1.4142135623730951,99.97727789138831,False
PD_DOMSIDE,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,99.97727789138831,True
Vital_WGTKG,5488.0,78.83015670553937,16.931219359634202,37.3,67.0,78.0,89.0,200.0,0.6981455121851331,2.050991389244138,162.7,0.21478099330537614,37.65053396955238,False
Vital_HTCM,5475.0,171.51068493150686,10.417255128314096,5.0,165.0,172.0,179.0,213.0,-1.4331754866948059,16.964232934432875,208.0,0.060738228247845014,37.79822767552829,False
Vital_TEMPC,5461.0,36.48943416956602,1.427534078138293,34.0,36.2,36.5,36.7,97.6,37.00500637236058,1517.273466140584,63.599999999999994,0.039121847477945455,37.95728243581004,False
Vital_BPARM,5486.0,1.4739336492890995,0.4993655978709197,1.0,1.0,1.0,2.0,2.0,0.10443593691609573,-1.9898186850068507,1.0,0.3387978815137108,37.67325607816405,False
Vital_SYSSUP,5494.0,130.40080087368037,17.244947370408177,76.0,119.0,129.0,141.0,205.0,0.5086265213324636,0.5697226015881536,129.0,0.13224571670471108,37.58236764371733,False
Vital_DIASUP,5494.0,77.58136148525665,10.27803126623221,42.0,71.0,78.0,84.0,121.0,0.1293889825424511,0.355541875525645,79.0,0.13248067666594662,37.58236764371733,False
Vital_HRSUP,5490.0,67.68670309653916,11.152686883747656,35.0,60.0,67.0,74.75,138.0,0.4956632549457499,0.6269172649993542,103.0,0.16476924378841395,37.627811860940696,False
Vital_SYSSTND,5472.0,127.22112573099415,17.740407794112997,56.0,115.0,126.0,138.0,212.0,0.3615236797721734,0.5434014054498797,156.0,0.13944545524321678,37.83231083844581,False
Vital_DIASTND,5472.0,79.65789473684211,10.960969779958225,38.0,73.0,80.0,86.0,133.0,0.12053909042647205,0.601122509952634,95.0,0.13760054563541874,37.83231083844581,False
Vital_HRSTND,5467.0,74.82165721602341,12.076829879518298,38.0,66.0,74.0,82.0,144.0,0.44332955498113685,0.4088012274654025,106.0,0.1614082115910684,37.88911610997501,False
Gait_AXIVITYUSED,86.0,0.9651162790697675,0.1845614463981577,0.0,1.0,1.0,1.0,1.0,-5.1602378013789725,25.214040326538516,1.0,0.19123234205110315,99.0229493296978,False
Gait_AXIVITYUP,86.0,0.9302325581395349,0.25624885305538925,0.0,1.0,1.0,1.0,1.0,-3.4378783375938053,10.052298479632814,1.0,0.2754675170345434,99.0229493296978,False
Gait_OPALUSED,86.0,0.9767441860465116,0.15159886590034527,0.0,1.0,1.0,1.0,1.0,-6.439299333757435,40.40391156462582,1.0,0.15520836270749636,99.0229493296978,False
Gait_RARMLEN,84.0,62.785714285714285,12.250469800257555,51.0,56.0,61.5,66.25,155.0,5.2697914129668195,38.701575066662954,104.0,0.19511555995859586,99.04567143830948,False
Gait_LARMLEN,84.0,62.92857142857143,12.576307533915015,51.0,56.0,61.0,66.25,158.0,5.340280839000673,39.41466454446252,107.0,0.1998505169975144,99.04567143830948,False
Gait_RLEGLEN,84.0,91.95238095238095,15.891882266541266,72.0,86.0,90.0,95.0,219.0,6.273574025057401,50.0156497540825,147.0,0.17282730585052647,99.04567143830948,False
Gait_LLEGLEN,84.0,91.94047619047619,16.18220887604223,73.0,86.0,90.0,95.0,222.0,6.369563220938564,51.122102958101046,149.0,0.17600745119610867,99.04567143830948,False
Gait_GAITASTCMPLT,86.0,0.9651162790697675,0.1845614463981577,0.0,1.0,1.0,1.0,1.0,-5.160237801378974,25.21404032653852,1.0,0.19123234205110315,99.0229493296978,False
Gait_GAITTUG1,82.0,11.053658536585365,3.8166026234947448,0.01,9.2625,11.16,13.05,21.59,-0.4784264075249464,2.5784562358079666,21.58,0.3452795842084831,99.06839354692116,False
Gait_GAITTUG2,82.0,10.720365853658535,3.0642041018964274,0.08,9.622499999999999,11.045,12.485,17.51,-1.1993497850916808,3.8335510281747385,17.430000000000003,0.2858301800260583,99.06839354692116,False
Gait_GAITASTUS,83.0,10.011927710843374,5.417999913979446,0.01,8.19,9.35,10.72,32.0,1.847624612207458,6.119708686075209,31.99,0.541154517936791,99.05703249261532,False
Gait_GAITASTDUAL,83.0,11.962409638554218,8.03519857091611,0.01,9.120000000000001,10.43,12.42,59.99,3.3926535050534645,16.614473028239647,59.980000000000004,0.6717040139654712,99.05703249261532,False
Gait_GAITASTSUBS,83.0,23.301204819277107,13.616466842114937,7.0,18.0,22.0,26.0,100.0,4.393388644222332,23.479759019821284,93.0,0.5843675014971768,99.05703249261532,False
Gait_GAITASTMIS,83.0,1.0,1.710797845536603,0.0,0.0,0.0,1.0,12.0,3.683574811771659,20.23014660493827,12.0,1.710797845536603,99.05703249261532,False
MDS-U_PDTRTMNT,5037.0,0.6094897756601152,0.4879131594213323,0.0,0.0,1.0,1.0,1.0,-0.448986730589503,-1.7991254373824435,1.0,0.8005272260603422,42.77436946148603,False
MDS-U_HRPOSTMED,2935.0,13.046325792163545,240.4434716038108,0.0,1.24165,2.4667,9.91665,8764.1667,34.46642020028958,1221.559578915384,8764.1667,18.429976028058142,66.65530561236082,False
MDS-U_HRDBSON,37.0,2.8945945945945946,3.627546627998502,-1.25,1.0,1.4,3.5,14.0,1.6543321060974303,1.821903622985853,15.25,1.2532140544906123,99.57964099068394,False
MDS-U_HRDBSOFF,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,99.98863894569416,False
MDS-U_PDMEDYN,5009.0,0.6112996606109004,0.4875036739456512,0.0,0.0,1.0,1.0,1.0,-0.45679293997232423,-1.7920559039055308,1.0,0.7974872314806555,43.092478982049535,False
MDS-U_DBSYN,5582.0,0.021318523826585452,0.14445685437017936,0.0,0.0,0.0,0.0,1.0,6.6297033627479145,41.96800345617208,1.0,6.776119000792783,36.582594864803454,False
MDS-U_ONOFFORDER,1643.0,1.3335362142422398,0.4716197467267352,1.0,1.0,1.0,2.0,2.0,0.7067840896120762,-1.5022864461521326,1.0,0.3536609967467028,81.33378777550556,False
MDS-U_OFFEXAM,19.0,0.8421052631578947,0.3746343246326776,0.0,1.0,1.0,1.0,1.0,-2.0412061364177503,2.4099264705882333,1.0,0.4448782605013047,99.78413996818904,False
MDS-U_OFFNORSN,3.0,4.0,3.605551275463989,1.0,2.0,3.0,5.5,8.0,1.1520696383139377,,7.0,0.9013878188659973,99.96591683708247,False
MDS-U_DBSOFFYN,0.0,,,,,,,,,,,,100.0,False
MDS-U_ONEXAM,1738.0,0.9378596087456847,0.24147984291325528,0.0,1.0,1.0,1.0,1.0,-3.630647179582679,11.194479651076666,1.0,0.25747973434554455,80.2544876164508,False
MDS-U_ONNORSN,108.0,2.4444444444444446,1.026138149353016,1.0,2.0,2.0,3.0,4.0,0.3374996954922265,-1.0516982377813187,3.0,0.4197837883716883,98.77300613496932,False
MDS-U_HIFUYN,1504.0,0.00997340425531915,0.09940072910975908,0.0,0.0,0.0,0.0,1.0,9.872746385970682,95.59824487028531,1.0,9.966579772071844,82.91297432401727,False
MDS-U_DBSONYN,42.0,0.9761904761904762,0.15430334996209188,0.0,1.0,1.0,1.0,1.0,-6.480740698407861,42.00000000000001,1.0,0.1580668463026307,99.52283571915473,False
MDS-U_NP3SPCH,5503.0,0.5131746320188988,1.505158634596248,0.0,0.0,0.0,1.0,101.0,54.19557835511227,3611.7525985444013,101.0,2.9330339823594733,37.48011815496478,False
MDS-U_NP3FACXP,5503.0,0.9829184081410139,1.5844341385827907,0.0,0.0,1.0,2.0,101.0,45.7903528407298,2886.224403662784,101.0,1.61196913747848,37.48011815496478,False
MDS-U_NP3RIGN,5503.0,1.569325822278757,9.558076913177997,0.0,0.0,0.0,1.0,101.0,10.231934842976115,103.54118494189908,101.0,6.090562442475512,37.48011815496478,False
MDS-U_NP3RIGRU,5503.0,1.7873886970743231,9.539365766768894,0.0,0.0,1.0,2.0,101.0,10.224242426066413,103.44076826812474,101.0,5.337040444746769,37.48011815496478,False
MDS-U_NP3RIGLU,5503.0,1.7286934399418499,9.919431335146804,0.0,0.0,1.0,1.0,101.0,9.838370924322762,95.55745970679348,101.0,5.738108970599481,37.48011815496478,False
MDS-U_NP3RIGRL,5502.0,1.49054889131225,9.845885777370134,0.0,0.0,0.0,1.0,101.0,9.947818058296921,97.63302086797192,101.0,6.605543658955064,37.49147920927062,False
MDS-U_NP3RIGLL,5501.0,1.4811852390474458,9.848795982456124,0.0,0.0,0.0,1.0,101.0,9.943622028276309,97.57027202855895,101.0,6.649266899790273,37.50284026357646,False
MDS-U_NP3FTAPR,5503.0,0.950208976921679,2.117948657916703,0.0,0.0,1.0,2.0,101.0,38.37937622410676,1809.2032075845104,101.0,2.2289293296071175,37.48011815496478,False
MDS-U_NP3FTAPL,5502.0,0.9676481279534714,2.1379544394155108,0.0,0.0,1.0,2.0,101.0,37.30599785943882,1741.4315542409133,101.0,2.2094337576378926,37.49147920927062,False
MDS-U_NP3HMOVR,5503.0,0.751771760857714,1.594868647388572,0.0,0.0,1.0,1.0,101.0,45.279327187913935,2837.5028145178876,101.0,2.1214798565577255,37.48011815496478,False
MDS-U_NP3HMOVL,5502.0,0.8013449654671029,1.615564072614933,0.0,0.0,1.0,1.0,101.0,43.51600606809594,2689.92021840029,101.0,2.0160656673911004,37.49147920927062,False
MDS-U_NP3PRSPR,5503.0,0.7497728511720879,2.095434670600327,0.0,0.0,0.0,1.0,101.0,39.8797992374923,1903.5450599437838,101.0,2.794759329208337,37.48011815496478,False
MDS-U_NP3PRSPL,5502.0,0.8382406397673573,2.5100428773645476,0.0,0.0,1.0,1.0,101.0,34.701046447716344,1381.3662720009852,101.0,2.9944180206547575,37.49147920927062,False
MDS-U_NP3TTAPR,5502.0,0.9638313340603417,3.9279505097852163,0.0,0.0,1.0,1.0,101.0,24.03703644496282,609.4783595254589,101.0,4.075350500629504,37.49147920927062,False
MDS-U_NP3TTAPL,5502.0,1.0979643765903309,3.935865531783172,0.0,0.0,1.0,2.0,101.0,23.79474795310518,601.3151755637932,101.0,3.584693288507037,37.49147920927062,False
MDS-U_NP3LGAGR,5503.0,0.5989460294384881,3.8946942137158396,0.0,0.0,0.0,1.0,101.0,24.92380445391817,639.8422520784484,101.0,6.502579568591707,37.48011815496478,False
MDS-U_NP3LGAGL,5503.0,0.7010721424677449,3.9072596841795124,0.0,0.0,0.0,1.0,101.0,24.609995280564355,629.036060654171,101.0,5.573263359782233,37.48011815496478,False
MDS-U_NP3RISNG,5503.0,0.35671451935308013,3.875956733910495,0.0,0.0,0.0,0.0,101.0,25.4707021816182,658.7107564296556,101.0,10.86571059944445,37.48011815496478,False
MDS-U_NP3GAIT,5503.0,0.7850263492640378,3.6402842754120606,0.0,0.0,1.0,1.0,101.0,26.556684564068856,728.5473996737023,101.0,4.637149159164947,37.48011815496478,False
MDS-U_NP3FRZGT,5503.0,0.2524077775758677,4.52000693224754,0.0,0.0,0.0,0.0,101.0,22.1489966668007,491.0009536954764,101.0,17.90755806202895,37.48011815496478,False
MDS-U_NP3PSTBL,5500.0,1.272909090909091,10.575505186854304,0.0,0.0,0.0,0.0,101.0,9.30407215842138,84.81344785516806,101.0,8.308138627010237,37.5142013178823,False
MDS-U_NP3POSTR,5503.0,0.7530437942940215,3.4031061814727925,0.0,0.0,0.0,1.0,101.0,27.893962456185438,819.0368791036626,101.0,4.519134487607331,37.48011815496478,False
MDS-U_NP3BRADY,5503.0,1.0318008359076867,2.0912235836102733,0.0,0.0,1.0,2.0,101.0,39.74749671614611,1897.3959048275194,101.0,2.02677058481989,37.48011815496478,False
MDS-U_NP3PTRMR,5503.0,0.37615845902235145,2.013194931724085,0.0,0.0,0.0,1.0,101.0,45.45276661517852,2268.1855409314744,101.0,5.351986332984366,37.48011815496478,False
MDS-U_NP3PTRML,5503.0,0.3385426131201163,1.9951911977609829,0.0,0.0,0.0,1.0,101.0,46.730374148107586,2354.779065486244,101.0,5.8934713694464245,37.48011815496478,False
MDS-U_NP3KTRMR,5502.0,0.3420574336604871,2.4092414296765496,0.0,0.0,0.0,1.0,101.0,39.80152539797521,1660.5147120256677,101.0,7.043382755621879,37.49147920927062,False
MDS-U_NP3KTRML,5502.0,0.42929843693202474,3.0835189166999957,0.0,0.0,0.0,1.0,101.0,31.552510654710325,1026.680031709121,101.0,7.182693090467136,37.49147920927062,False
MDS-U_NP3RTARU,5502.0,0.6623046165030898,2.8690299483407364,0.0,0.0,0.0,1.0,101.0,31.15624780574038,1085.9878223238175,101.0,4.331888796863538,37.49147920927062,False
MDS-U_NP3RTALU,5502.0,0.5398037077426391,3.1382952549809278,0.0,0.0,0.0,1.0,101.0,29.84992702121122,952.4568042547222,101.0,5.813771209732344,37.49147920927062,False
MDS-U_NP3RTARL,5502.0,0.3774990912395493,4.729492886221998,0.0,0.0,0.0,0.0,101.0,21.017508642259976,444.440062474319,101.0,12.528488136732513,37.49147920927062,False
MDS-U_NP3RTALL,5502.0,0.346782988004362,4.725713138953277,0.0,0.0,0.0,0.0,101.0,21.086752717156294,446.4213086074261,101.0,13.62729229062942,37.49147920927062,False
MDS-U_NP3RTALJ,5502.0,0.1261359505634315,2.7351244194641153,0.0,0.0,0.0,0.0,101.0,36.49615778696631,1343.7878603609827,101.0,21.683940282264498,37.49147920927062,False
MDS-U_NP3RTCON,5502.0,1.1986550345328972,3.2936584208131223,0.0,0.0,1.0,2.0,101.0,25.34412078566158,764.1281458152602,101.0,2.747795091935375,37.49147920927062,False
MDS-U_DYSKPRES,5502.0,0.05070883315158124,0.21942241923768233,0.0,0.0,0.0,0.0,1.0,4.096705769775405,14.788373667955103,1.0,4.327104482601176,37.49147920927062,False
MDS-U_DYSKIRAT,751.0,0.033288948069241014,0.17950961459215856,0.0,0.0,0.0,0.0,1.0,5.213729386380544,25.250211489835472,1.0,5.392468822348443,91.46784821631448,False
MDS-U_NP4WDYSK,3175.0,0.25291338582677164,1.8841619718659885,0.0,0.0,0.0,0.0,101.0,48.29715807731997,2577.458263218574,101.0,7.449830959744102,63.92865257895933,False
MDS-U_NP4WDYSKDEN,1675.0,0.49014925373134327,1.805439058169447,0.0,0.0,0.0,0.0,18.0,5.68774608937239,38.10783569756342,18.0,3.683447530370066,80.9702340377187,False
MDS-U_NP4WDYSKNUM,1673.0,16.527196652719667,1.9489618989179254,0.0,16.0,16.0,18.0,23.0,-3.350607069092981,23.593005561661155,23.0,0.11792453008642637,80.99295614633037,False
MDS-U_NP4WDYSKPCT,1663.0,3.0619362597714974,11.857573870814857,0.0,0.0,0.0,0.0,200.0,7.100665433486304,71.87771725970502,200.0,3.872573713111765,81.10656668938877,False
MDS-U_NP4DYSKI,3175.0,0.208503937007874,3.129628035825959,0.0,0.0,0.0,0.0,101.0,31.602246621301305,1015.7370843784087,101.0,15.00992298149157,63.92865257895933,False
MDS-U_NP4OFF,3175.0,0.6913385826771653,5.089418201938503,0.0,0.0,0.0,1.0,101.0,19.311175499200893,378.0519454531228,101.0,7.361686920799429,63.92865257895933,False
MDS-U_NP4OFFDEN,1670.0,1.1994011976047905,2.349942237755953,0.0,0.0,0.0,2.0,18.0,3.3955496583622815,15.32481916894534,18.0,1.9592628742148985,81.0270393092479,False
MDS-U_NP4OFFNUM,1670.0,16.539520958083834,1.8946001310410394,0.0,16.0,16.5,18.0,23.0,-3.201261190701986,23.051832450666296,23.0,0.11454987939750681,81.0270393092479,False
MDS-U_NP4OFFPCT,1661.0,7.526189042745334,16.763164414595096,0.0,0.0,0.0,11.0,367.0,8.020242152162547,134.482440366535,367.0,2.2273111025231946,81.12928879800046,False
MDS-U_NP4FLCTI,3175.0,0.5130708661417323,3.198003057155753,0.0,0.0,0.0,1.0,101.0,29.372060723221512,920.1446190354845,101.0,6.233063048784233,63.92865257895933,False
MDS-U_NP4FLCTX,3175.0,0.5748031496062992,4.059186577203258,0.0,0.0,0.0,1.0,101.0,23.880679113227348,588.2940810542343,101.0,7.061872538422107,63.92865257895933,False
MDS-U_NP4DYSTN,3175.0,0.30708661417322836,3.174984460375127,0.0,0.0,0.0,0.0,101.0,30.206610838193033,955.0353238272444,101.0,10.339051960708748,63.92865257895933,False
MDS-U_NP4DYSTNDEN,1668.0,0.18465227817745802,0.882791252173368,0.0,0.0,0.0,0.0,22.0,12.569229841449962,249.7049706504173,22.0,4.780830547484344,81.04976141785957,False
MDS-U_NP4DYSTNNUM,1668.0,1.2811750599520384,2.6378183639108475,0.0,0.0,0.0,2.0,20.0,3.6211000655945456,16.198800202890173,20.0,2.0589054894727625,81.04976141785957,False
MDS-U_NP4DYSTNPCT,634.0,16.244479495268138,52.42087403169481,0.0,0.0,0.0,6.75,1100.0,14.347193021331128,288.906194473833,1100.0,3.226996226438927,92.7970915700977,False
NP4TOT,3162.0,1.8165717900063252,2.8552338837491233,0.0,0.0,0.0,3.0,19.0,1.7605479586834065,2.9935697739019336,19.0,1.5717704631641238,64.07634628493524,False
MDS-U_NUPSOURC,5630.0,1.1394316163410303,0.5085075088052611,1.0,1.0,1.0,1.0,3.0,3.380070403274088,9.441478235139906,2.0,0.44628172635598123,36.03726425812315,False
MDS-U_NP1COG,5630.0,0.3660746003552398,0.6398447927403316,0.0,0.0,0.0,1.0,4.0,1.9524441996022688,4.318293674372649,4.0,1.7478535580437005,36.03726425812315,False
MDS-U_NP1HALL,5630.0,0.07229129662522202,0.3113239832381487,0.0,0.0,0.0,0.0,4.0,5.186090425753758,32.496824376097834,4.0,4.306520947495767,36.03726425812315,False
MDS-U_NP1DPRS,5630.0,0.3481349911190053,0.685309574238819,0.0,0.0,0.0,1.0,4.0,2.212717176907193,5.0292419202878484,4.0,1.968516787226812,36.03726425812315,False
MDS-U_NP1ANXS,5630.0,0.4685612788632327,0.7520842533726134,0.0,0.0,0.0,1.0,4.0,1.7977002231501888,3.282478706002521,4.0,1.6050926256587619,36.03726425812315,False
MDS-U_NP1APAT,5630.0,0.2817051509769094,0.6391079609174427,0.0,0.0,0.0,0.0,4.0,2.473261646905093,6.048273231630814,4.0,2.2687123707220698,36.03726425812315,False
MDS-U_NP1DDS,5629.0,0.2522650559602061,4.467520463737348,0.0,0.0,0.0,0.0,101.0,22.424289900506338,503.0293293899651,101.0,17.70962865519544,36.048625312428996,False
NP1RTOT,5618.0,1.5939836240655036,2.137888519495303,0.0,0.0,1.0,2.0,19.0,2.2200886207094483,7.1447438428281185,19.0,1.341223640706266,36.173596909793226,False
MDS-U_NP1SLPN,5632.0,1.1354758522727273,1.1258597949457636,0.0,0.0,1.0,2.0,4.0,0.657536099081975,-0.590076532593665,4.0,0.9915312533439469,36.01454214951148,False
MDS-U_NP1SLPD,5632.0,0.8687855113636364,0.85662175632187,0.0,0.0,1.0,2.0,4.0,0.49183376402587287,-0.819301725622489,4.0,0.9859991276527226,36.01454214951148,False
MDS-U_NP1PAIN,5631.0,0.8321790090570058,0.938651877423637,0.0,0.0,1.0,1.0,4.0,1.1384813371233073,0.8596498973863791,4.0,1.1279446696057405,36.025903203817315,False
MDS-U_NP1URIN,5632.0,0.7398792613636364,0.9032315469869917,0.0,0.0,1.0,1.0,4.0,1.2133963319865337,1.070403510413687,4.0,1.2207823548429895,36.01454214951148,False
MDS-U_NP1CNST,5632.0,0.5532670454545454,0.8106049761395178,0.0,0.0,0.0,1.0,4.0,1.4945291051918637,1.748515983526958,4.0,1.4651242700955598,36.01454214951148,False
MDS-U_NP1LTHD,5632.0,0.36949573863636365,0.6787328452666633,0.0,0.0,0.0,1.0,4.0,2.07003165813673,4.644967140593835,4.0,1.8369165711397635,36.01454214951148,False
MDS-U_NP1FATG,5632.0,0.7311789772727273,0.8812461281275001,0.0,0.0,1.0,1.0,4.0,1.251731246872066,1.4057371408746784,4.0,1.2052399693089073,36.01454214951148,False
NP1PTOT,5631.0,5.229444148463861,3.8686139301703086,0.0,2.0,5.0,7.0,25.0,0.9336737724563869,0.9271788687791473,25.0,0.7397753605049413,36.025903203817315,False
MDS_NUPSOURC,5632.0,1.0926846590909092,0.417946415006548,1.0,1.0,1.0,1.0,3.0,4.316826756537603,16.709967301792485,2.0,0.3824949966390767,36.01454214951148,False
MDS_NP2SPCH,5632.0,0.5413707386363636,0.8165357972582574,0.0,0.0,0.0,1.0,4.0,1.4272853672868429,1.2918236949040027,4.0,1.5082747163524124,36.01454214951148,False
MDS_NP2SALV,5631.0,0.6375421772331735,0.993873201305013,0.0,0.0,0.0,1.0,4.0,1.3806344264446773,0.7735428667550925,4.0,1.5589136480636567,36.025903203817315,False
MDS_NP2SWAL,5630.0,0.24227353463587922,0.538372777546273,0.0,0.0,0.0,0.0,4.0,2.6605141333253717,8.438327177401298,4.0,2.222169162452725,36.03726425812315,False
MDS_NP2EAT,5629.0,0.3965180316219577,0.6335462955205702,0.0,0.0,0.0,1.0,4.0,1.5712395580475487,2.280803459122246,4.0,1.5977742372245922,36.048625312428996,False
MDS_NP2DRES,5628.0,0.4987562189054726,0.6801393470908954,0.0,0.0,0.0,1.0,4.0,1.3233164543886378,1.781587671503773,4.0,1.363670910376758,36.05998636673483,False
MDS_NP2HYGN,5630.0,0.291651865008881,0.5283081927930793,0.0,0.0,0.0,1.0,4.0,2.041232936487341,6.064993170509142,4.0,1.8114343029385116,36.03726425812315,False
MDS_NP2HWRT,5630.0,0.9134991119005329,1.0302645431478128,0.0,0.0,1.0,2.0,4.0,0.9944138453484341,0.2629456741332157,4.0,1.1278221617581539,36.03726425812315,False
