Feature,Overall_Mean,Temporal_Variance,Coefficient_of_Variation,Baseline_vs_V04_Shift
Xing_POSCAUDATE_L_REF_CWM,0.3273731501057082,0.03562720494766016,0.5765643938102027,0.19283745745660036
Xing_PRECOMMISSURAL_PUTAMEN_L_REF_CWM,0.9054756871035942,0.15653520459101364,0.4369474599096654,-0.10663239857366023
Xing_POSCOMMISSURAL_PUTAMEN_L_REF_CWM,0.42868393234672303,0.07539197408331218,0.6405091698458995,-0.3170206712197444
Xing_PREDORSALPUTAMEN_L_REF_CWM,0.9222093023255814,0.1990701031815331,0.4838085311456788,-0.15575688079686403
Xing_PREVENTRALPUTAMEN_L_REF_CWM,0.8860887949260041,0.1296926795782403,0.4064250678871103,-0.03883993702978756
Xing_POSDORSALPUTAMEN_L_REF_CWM,0.4214957716701903,0.08727978157915037,0.7009121738245329,-0.357752377408794
Xing_POSVENTRALPUTAMEN_L_REF_CWM,0.4495454545454545,0.056636493437815495,0.5293885790247923,-0.1730551343844525
Xing_STRIATUM_R_REF_CWM,0.7049471458773784,0.08053394749581583,0.40256214829239334,-0.0807332552885764
Xing_CAUDATE_R_REF_CWM,0.7222568710359409,0.10161283086233558,0.4413494535748847,0.03085116439285519
Xing_PUTAMEN_R_REF_CWM,0.6626162790697675,0.11185285532448687,0.5047326929886524,-0.18224113531155453
Xing_PRECAUDATE_R_REF_CWM,0.8552272727272727,0.13786049829335126,0.4341485752379322,0.012633461764371549
Xing_POSCAUDATE_R_REF_CWM,0.297669133192389,0.03501312579448886,0.6286105119632054,0.2300136184351114
Xing_PRECOMMISSURAL_PUTAMEN_R_REF_CWM,0.9227959830866808,0.1756543147802599,0.4541755133764849,-0.10690129578990228
Xing_POSCOMMISSURAL_PUTAMEN_R_REF_CWM,0.4363794926004229,0.07887704892877466,0.6435925287646401,-0.2932876780867934
Xing_PREDORSALPUTAMEN_R_REF_CWM,0.9358826638477801,0.22183946375006566,0.5032664749041791,-0.15736678917785693
Xing_PREVENTRALPUTAMEN_R_REF_CWM,0.9055443974630022,0.14072952896383562,0.4142694130878781,-0.02815754879158666
Xing_POSDORSALPUTAMEN_R_REF_CWM,0.43514799154334033,0.09276586914985083,0.6999340569174827,-0.33527630697304195
